mass_den,atom_num_1,atom_per_mol_1,atom_num_2,atom_per_mol_2,atom_num_3,atom_per_mol_3,atom_num_4,atom_per_mol_4,atom_num_5,atom_per_mol_5,mean_excit,geo_number,spc,energy_ratio
2.75392371,1,1.0,6,0.499982168,50,0.189050582,5,0.518966669,-1,-1,211.089703,90,120,0.365778
1.66614501,1,1.0,6,0.499982168,29,0.0607001574,5,0.616272919,-1,-1,88.6059607,30,120,0.618973
2.8853999,1,1.0,6,0.499982168,51,0.118086496,29,0.115882119,56,0.0459613139,260.494017,120,120,0.241029
2.50679212,1,1.0,6,0.499975397,83,0.0469822293,51,0.0288012505,50,0.0256003028,262.867642,120,80,0.0915888
1.89703092,1,1.0,6,0.499982168,50,0.0561243916,29,0.0331091767,5,0.162177084,142.971597,120,80,0.333288
2.54653202,1,1.0,6,0.499982168,51,0.0777642781,29,0.137954903,5,0.90819167,156.829882,120,80,0.252824
2.02085476,1,1.0,6,0.499982168,83,0.0201354746,50,0.0531704763,-1,-1,192.478277,120,80,0.156474
2.08556761,1,1.0,6,0.499982168,74,0.0305169902,51,0.0403222183,-1,-1,192.674226,30,80,0.550919
2.32202063,1,1.0,6,0.499975397,51,0.111364835,50,0.00787701624,56,0.0136180092,220.063539,60,80,0.400702
2.70123541,1,1.0,6,0.499975397,74,0.0508610606,29,0.110362643,-1,-1,225.72811,60,80,0.295659
3.38997297,1,1.0,6,0.499982168,83,0.0889316797,29,0.148991295,-1,-1,321.321383,90,80,0.114232
2.32634378,1,1.0,6,0.499975397,51,0.0499221675,29,0.106683888,56,0.0255337672,199.432864,30,80,0.601595
2.11976421,1,1.0,6,0.499975397,51,0.0960041682,5,0.432467209,-1,-1,155.406296,60,80,0.547053
2.52638126,1,1.0,6,0.499975397,83,0.0234911147,74,0.0190728977,51,0.0652828344,252.406151,30,80,0.446102
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188,120,80,0.200573
1.70870039,1,1.0,6,0.499982168,50,0.0162465344,29,0.0469046671,5,0.518966669,98.6830406,90,80,0.617422
2.00534981,1,1.0,6,0.499982168,83,0.015101606,51,0.0201611091,50,0.0413548149,187.872471,90,80,0.251992
1.74406902,1,0.770771348,6,0.38536671,50,0.0151784461,5,1.0,-1,-1,80.4047999,30,80,0.8403
3.2313705,1,1.0,6,0.499982168,83,0.0637623364,51,0.0604833274,50,0.0620322223,334.126102,30,80,0.322458
1.84099641,1,1.0,6,0.499982168,51,0.0518428521,56,0.0306408759,-1,-1,174.070275,30,80,1
1.97951529,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,29,0.0303500787,169.025961,120,80,0.2724
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188,60,80,0.408091
1.90773664,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,56,0.0140437348,174.583435,30,80,0.684511
2.18856499,1,1.0,6,0.499975397,51,0.0825635847,56,0.0459607809,-1,-1,219.514971,30,80,0.607701
2.60686668,1,1.0,6,0.499982168,83,0.083897811,5,0.973062504,-1,-1,201.119443,120,80,0.145069
2.39171745,1,1.0,6,0.499982168,51,0.0432023767,56,0.165971411,-1,-1,280.704705,120,80,0.110452
3.19051058,1,1.0,6,0.499982168,74,0.0324243021,51,0.181449982,-1,-1,298.669997,120,80,1
2.01944479,1,1.0,6,0.499982168,83,0.0192964965,50,0.0546474339,-1,-1,191.729698,30,80,0.578444
2.54402724,1,1.0,6,0.499975397,83,0.0626429724,51,0.0134405835,50,0.0137847784,279.136648,60,80,0.222176
2.14499635,1,1.0,6,0.499982168,74,0.0429145175,51,0.0144007922,50,0.00738478837,200.643915,60,80,0.336485
2.44952874,1,1.0,6,0.499975397,51,0.0288012505,50,0.0669546381,29,0.0772538498,205.601928,90,80,0.242099
2.39316622,1,1.0,6,0.499975397,83,0.0581684744,50,0.0177232866,5,0.194610244,232.820952,30,80,0.47585
3.37408353,1,1.0,6,0.499982168,83,0.115778979,51,0.00576031689,50,0.0265852381,385.257998,60,80,0.134861
2.17288564,1,1.0,6,0.499975397,51,0.0460820007,29,0.0478238118,56,0.0561742878,209.835398,60,80,0.403555
1.97428365,1,1.0,6,0.499982168,51,0.038882139,50,0.0487396032,-1,-1,175.165045,90,80,0.370489
2.70446709,1,1.0,6,0.499975397,83,0.0391518578,74,0.044503428,-1,-1,286.586102,120,80,0.101373
3.02075356,1,1.0,6,0.499982168,83,0.0771859861,50,0.0708939684,5,0.324354168,286.561641,90,80,0.100278
1.87475843,1,1.0,6,0.499982168,51,0.0273615052,29,0.0524228632,56,0.0280874696,164.157762,120,80,1
2.34107648,1,0.790525548,6,0.395248677,51,0.0364294214,50,0.0583786387,5,1.0,140.413051,30,80,0.729334
2.81676388,1,1.0,6,0.499982168,51,0.123846813,50,0.076801799,5,0.356789585,230.542691,120,80,1
3.86544673,1,1.0,6,0.499982168,74,0.13160452,29,0.0607001574,-1,-1,342.822448,30,80,0.305965
1.88812432,1,1.0,6,0.499982168,51,0.0662436443,56,0.0178738443,-1,-1,174.365507,120,80,0.274366
2.53792097,1,1.0,6,0.499975397,74,0.0343312159,51,0.0825635847,-1,-1,240.248044,60,80,1
1.91505616,1,1.0,6,0.499982168,51,0.0316817429,50,0.0398778572,56,0.0140437348,174.771768,90,80,0.365598
2.55167878,1,1.0,6,0.499975397,83,0.0268469882,29,0.169222719,-1,-1,207.957313,120,80,0.184399
2.81766038,1,1.0,6,0.499982168,51,0.192970616,5,0.194612501,56,0.0178738443,252.09278,120,80,0.114052
1.72454936,1,1.0,6,0.499982168,74,0.0228877427,5,0.583837502,-1,-1,103.260529,120,80,0.436297
2.69445806,1,1.0,6,0.499982168,51,0.184330141,5,0.518966669,-1,-1,210.265157,120,80,0.164948
1.66483756,1,1.0,6,0.499982168,51,0.0360019806,5,0.567619794,-1,-1,98.2339347,120,80,0.606705
2.05995155,1,1.0,6,0.499975397,51,0.0748832512,5,0.410843848,56,0.0204270137,157.721708,60,80,1
2.87922366,1,1.0,6,0.499982168,29,0.353164552,5,0.518966669,-1,-1,170.486338,30,80,1
3.12230965,1,1.0,6,0.499982168,51,0.103685704,50,0.0797557144,29,0.0938093341,265.037578,30,80,1
2.54336168,1,1.0,6,0.499975397,83,0.0123048696,29,0.21704653,-1,-1,189.461637,90,80,0.288487
2.14375918,1,1.0,6,0.499975397,83,0.0492194783,5,0.562207371,-1,-1,166.527662,120,80,0.221689
2.4798091,1,1.0,6,0.499975397,83,0.0268469882,50,0.0905856868,-1,-1,243.962547,60,80,0.263911
3.38997297,1,1.0,6,0.499982168,83,0.0889316797,29,0.148991295,-1,-1,321.321383,60,80,0.186743
2.230902,1,1.0,6,0.499975397,83,0.0436263558,51,0.0249610837,5,0.389220488,187.794356,120,80,0.171291
1.97966706,1,1.0,6,0.499982168,51,0.0230412676,50,0.0649861377,-1,-1,175.294189,60,80,0.508967
1.75429126,1,1.0,6,0.499982168,74,0.0219340867,5,0.421660418,56,0.0140437348,120.81092,60,80,0.564807
3.35632366,1,1.0,6,0.499982168,83,0.0385929931,29,0.314537179,-1,-1,252.736826,120,80,0.124986
1.73701083,1,1.0,6,0.499982168,50,0.0162465344,56,0.062558455,-1,-1,173.458792,30,80,0.68408
3.47777267,1,1.0,6,0.499982168,74,0.133511832,5,0.324354168,-1,-1,296.950289,30,80,0.339233
2.02359471,1,1.0,6,0.499982168,83,0.0293642339,51,0.0360019806,-1,-1,200.651818,30,80,0.559074
2.11331615,1,1.0,6,0.499975397,51,0.0595225843,56,0.0663877946,-1,-1,219.199049,60,80,0.402431
1.8898451,1,1.0,6,0.499982168,83,0.0285252557,50,0.0177234921,5,0.227047918,157.320728,120,80,0.234852
2.43698974,1,1.0,6,0.499975397,51,0.0307213338,50,0.0807394165,29,0.0478238118,211.24001,60,80,0.359541
3.45154191,1,1.0,6,0.499982168,74,0.0724778518,51,0.0460825352,50,0.076801799,321.521457,90,80,0.0842771
1.76457683,1,1.0,6,0.499982168,51,0.0475226144,5,0.259483334,56,0.0140437348,133.371542,120,80,0.410807
2.05747715,1,1.0,6,0.499975397,51,0.063362751,29,0.0367875475,5,0.583830732,133.962003,60,80,0.576383
2.00639438,1,1.0,6,0.499982168,83,0.0218134309,51,0.0489626936,-1,-1,193.571565,90,80,0.233425
1.98762264,1,1.0,6,0.499982168,83,0.0134236498,51,0.0633634858,-1,-1,186.061639,60,80,0.389861
3.5509327,1,1.0,6,0.499982168,74,0.0915509707,51,0.0547230105,50,0.0384008995,332.787889,60,80,0.146163
2.70135988,1,1.0,6,0.499982168,83,0.0704741613,50,0.0413548149,5,0.778450003,217.115804,120,80,1
2.61781731,1,1.0,6,0.499982168,50,0.168373175,5,0.746014586,-1,-1,186.199022,120,80,0.197829
1.95705244,1,1.0,6,0.499982168,29,0.135195805,5,0.0486531252,56,0.0102136253,143.347192,60,80,1
2.21856143,1,1.0,6,0.499975397,51,0.063362751,50,0.0472620975,5,0.281103686,175.601677,90,80,0.349808
2.43960525,1,0.963453012,6,0.481709326,51,0.0804720226,50,0.0540732141,5,1.0,158.482209,90,80,0.369396
2.02793421,1,1.0,6,0.499982168,83,0.0243303652,50,0.0457856879,-1,-1,196.276877,60,80,0.354223
2.71926408,1,1.0,6,0.499975397,83,0.0346773597,74,0.049589534,-1,-1,285.462939,30,80,1
3.41318801,1,1.0,6,0.499982168,74,0.0724778518,51,0.120966655,-1,-1,321.178101,30,80,0.341773
1.96747424,1,1.0,6,0.499982168,51,0.0590432482,50,0.0280621958,-1,-1,175.000621,120,80,0.267058
2.1655393,1,1.0,6,0.499982168,83,0.0159405841,74,0.0390998937,-1,-1,213.871892,60,80,0.313621
2.74114136,1,1.0,6,0.499975397,74,0.0724770113,51,0.0249610837,-1,-1,265.169728,120,80,0.10156
2.5074282,1,0.880871325,6,0.440419955,83,0.0665128584,5,1.0,-1,-1,179.98254,30,80,0.547862
2.11331615,1,1.0,6,0.499975397,51,0.0595225843,56,0.0663877946,-1,-1,219.199049,120,80,0.168762
2.15077311,1,1.0,6,0.499982168,74,0.0429145175,50,0.0221543651,-1,-1,200.767389,90,80,0.236955
3.10588994,1,1.0,6,0.499982168,51,0.0460825352,50,0.189050582,-1,-1,282.690775,120,80,0.0810832
3.52150706,1,1.0,6,0.499982168,74,0.051497421,29,0.292464395,-1,-1,254.131161,120,80,0.132916
3.76419723,1,1.0,6,0.499982168,74,0.122067961,50,0.0472626456,-1,-1,352.171557,120,80,0.0459744
2.62682988,1,1.0,6,0.499982168,50,0.115202699,56,0.104689659,-1,-1,281.652007,60,80,0.276161
2.07234058,1,0.474315329,6,0.237149206,74,0.013570009,5,1.0,-1,-1,94.3120868,90,80,0.568647
2.87269891,1,1.0,6,0.499982168,50,0.180188836,56,0.0485147202,-1,-1,282.326472,30,80,0.498614
1.95705244,1,1.0,6,0.499982168,29,0.135195805,5,0.0486531252,56,0.0102136253,143.347192,90,80,0.411281
2.96463849,1,1.0,6,0.499982168,83,0.083897811,51,0.0518428521,5,0.389225002,280.587257,60,80,0.197864
2.50167355,1,1.0,6,0.499975397,83,0.0447449803,51,0.0307213338,50,0.0275695569,260.641929,30,80,0.445021
2.48619932,1,1.0,6,0.499975397,83,0.0302028617,50,0.0846779246,-1,-1,247.022828,30,80,1
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188,90,80,0.301843
2.69186222,1,1.0,6,0.499982168,51,0.0950452288,50,0.0443087302,56,0.0817090025,281.486259,120,80,0.087179
2.12926035,1,1.0,6,0.499975397,83,0.0302028617,50,0.0354465731,5,0.540584011,158.658738,120,80,0.213891
3.21924494,1,1.0,6,0.499982168,74,0.0209804308,50,0.203820159,-1,-1,293.511533,60,80,0.200712
1.70955893,1,1.0,6,0.499982168,83,0.0109067154,50,0.0221543651,5,0.518966669,108.087953,30,80,0.78319
1.59439704,1,1.0,6,0.499982168,50,0.0206774074,5,0.746014586,-1,-1,82.6760404,60,80,0.810086
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208,30,80,0.467827
1.72816211,1,1.0,6,0.499982168,50,0.0472626456,5,0.454095835,-1,-1,110.223748,120,80,1
2.44569295,1,1.0,6,0.499975397,74,0.0686624318,5,0.345973767,-1,-1,196.860255,90,80,0.231362
3.20848498,1,1.0,6,0.499982168,83,0.0402709493,50,0.165419259,-1,-1,314.168636,90,80,0.081462
2.45044481,1,1.0,6,0.499975397,83,0.0156607431,51,0.021120917,50,0.0886164328,233.956417,90,80,0.168575
2.56189543,1,1.0,6,0.499975397,74,0.0317881629,50,0.0886164328,-1,-1,239.274705,120,80,0.101297
1.92460511,1,1.0,6,0.499982168,74,0.0390998937,5,0.30813646,-1,-1,143.304667,90,80,0.347796
2.41559809,1,1.0,6,0.499975397,29,0.220725285,5,0.0432467209,56,0.0136180092,174.827209,90,80,0.34598
1.73255377,1,1.0,6,0.499982168,50,0.0147695767,56,0.0638351582,-1,-1,173.417166,90,80,0.38986
2.18217859,1,1.0,6,0.499982168,83,0.0100677373,74,0.0457754854,-1,-1,212.512132,90,80,0.232988
2.81766038,1,1.0,6,0.499982168,51,0.192970616,5,0.194612501,56,0.0178738443,252.09278,90,80,1
3.55316061,1,1.0,6,0.499982168,83,0.0654402926,74,0.0591266686,51,0.0288015845,374.520354,90,80,0.0822986
2.04823957,1,1.0,6,0.499982168,83,0.0260083214,50,0.0177234921,29,0.0469046671,187.044466,90,80,1
2.74342372,1,1.0,6,0.499982168,83,0.0419489055,51,0.106565863,5,0.583837502,225.249012,90,80,0.15021
1.90888448,1,1.0,6,0.499982168,50,0.067940053,56,0.0178738443,-1,-1,174.907199,60,80,0.511998
2.28089559,1,1.0,6,0.499975397,29,0.202331511,5,0.324350406,-1,-1,143.306736,60,80,0.520453
2.31111909,1,0.685122142,6,0.342548854,29,0.132322342,5,1.0,-1,-1,114.339238,120,80,0.443425
1.79022736,1,1.0,6,0.499982168,74,0.0286096783,5,0.486531252,-1,-1,115.741012,60,80,0.550455
2.05404994,1,1.0,6,0.499982168,83,0.0335591244,50,0.0147695767,29,0.0275909806,198.210947,30,80,0.549298
2.24240726,1,1.0,6,0.499975397,74,0.0457749545,5,0.259480325,56,0.0374495252,198.983181,30,80,0.539514
2.06536301,1,1.0,6,0.499975397,51,0.0384016673,50,0.0472620975,5,0.562207371,140.588727,30,80,0.740517
2.81766038,1,1.0,6,0.499982168,51,0.192970616,5,0.194612501,56,0.0178738443,252.09278,60,80,1
1.87350672,1,1.0,6,0.499982168,51,0.0619234066,29,0.0193136864,5,0.162177084,144.669448,30,80,0.711121
2.23908814,1,1.0,6,0.499975397,50,0.112247481,5,0.281103686,-1,-1,175.997231,120,80,0.256361
3.11254026,1,1.0,6,0.499982168,51,0.132487289,50,0.0472626456,29,0.0993275302,263.930915,60,80,1
1.8576652,1,0.983963423,6,0.491957503,50,0.0445665012,5,1.0,-1,-1,99.2348014,60,80,0.740178
1.97876395,1,1.0,6,0.499975397,51,0.0518422508,5,0.475713929,56,0.035747274,149.538353,30,80,1
2.17304773,1,1.0,6,0.499975397,29,0.150828945,5,0.281103686,56,0.0272360183,153.9006,120,80,0.311136
1.858258,1,1.0,6,0.499982168,51,0.0662436443,5,0.113523959,56,0.00893692215,155.089784,60,80,1
3.45154191,1,1.0,6,0.499982168,74,0.0724778518,51,0.0460825352,50,0.076801799,321.521457,120,80,0.0444093
2.01026236,1,1.0,6,0.499975397,50,0.0236310487,56,0.0987305663,-1,-1,218.851188,30,80,0.618673
1.84099641,1,1.0,6,0.499982168,51,0.0518428521,56,0.0306408759,-1,-1,174.070275,60,80,0.513416
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059,90,80,0.151237
2.00416754,1,1.0,6,0.499982168,74,0.0114438713,51,0.0691238027,-1,-1,181.239609,90,80,1
2.40400107,1,1.0,6,0.499975397,74,0.0661193787,5,0.389220488,-1,-1,188.825608,30,80,0.509696
2.71890888,1,1.0,6,0.499975397,74,0.0559471666,29,0.0956476236,-1,-1,231.777208,120,80,0.161194
2.51931142,1,1.0,6,0.499975397,83,0.0145421186,50,0.031508065,29,0.150828945,202.542103,120,80,0.164599
3.33491983,1,1.0,6,0.499982168,83,0.107389198,51,0.0460825352,-1,-1,376.256135,120,80,0.0468043
3.09601396,1,1.0,6,0.499982168,74,0.114438713,5,0.648708336,-1,-1,238.045854,120,80,0.120691
2.14400483,1,1.0,6,0.499975397,74,0.0432319015,5,0.540584011,56,0.0187247626,157.736629,90,80,0.308559
1.76296775,1,1.0,6,0.499982168,51,0.0547230105,5,0.356789585,-1,-1,121.165473,90,80,1
2.32695133,1,0.7006931,6,0.350334055,29,0.13919623,5,1.0,-1,-1,115.919513,60,80,0.599335
2.58706731,1,1.0,6,0.499975397,83,0.0548126009,74,0.0139867917,51,0.0192008336,280.899525,120,80,0.0879094
1.78091689,1,1.0,6,0.499982168,83,0.0285252557,5,0.421660418,-1,-1,128.560831,30,80,0.70667
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059,30,80,0.416603
2.93812694,1,1.0,6,0.499982168,51,0.0432023767,29,0.248318826,56,0.0510681266,239.09496,120,80,0.117297
2.39976629,1,1.0,6,0.499975397,51,0.105604585,50,0.0157540325,29,0.0257512833,215.132872,120,80,0.162412
1.86161447,1,1.0,6,0.499982168,83,0.0352370806,5,0.291918751,-1,-1,151.476811,120,80,1
3.04200442,1,1.0,6,0.499982168,51,0.201611091,50,0.0295391535,-1,-1,281.972668,90,80,1
2.16631578,1,1.0,6,0.499975397,83,0.0302028617,51,0.042241834,5,0.454090569,169.818945,90,80,0.254645
1.90773664,1,1.0,6,0.499982168,51,0.0547230105,50,0.0162465344,56,0.0140437348,174.583435,60,80,1
3.42456959,1,1.0,6,0.499982168,74,0.0743851637,51,0.118086496,-1,-1,322.300329,60,80,0.150353
3.51768739,1,1.0,6,0.499982168,83,0.107389198,74,0.0305169902,-1,-1,398.754001,30,80,1
2.88241484,1,1.0,6,0.499982168,29,0.331091767,5,0.324354168,56,0.0255340633,190.994763,30,80,0.552611
2.18558514,1,1.0,6,0.499975397,83,0.0257283637,50,0.0531698597,5,0.432467209,170.399649,60,80,0.382938
2.28550847,1,1.0,6,0.499975397,51,0.101764418,29,0.0331087928,5,0.172986883,185.724202,120,80,0.208609
2.18459334,1,1.0,6,0.499975397,29,0.150828945,5,0.237856965,56,0.0306405206,159.085808,30,80,0.647802
2.94707376,1,1.0,6,0.499982168,50,0.186096667,29,0.0496637651,5,0.259483334,236.298334,30,80,0.536378
2.69996297,1,1.0,6,0.499975397,74,0.0635763257,51,0.0192008336,50,0.0196925406,259.215059,60,80,0.242866
2.01249452,1,1.0,6,0.499975397,83,0.0380332333,5,0.778440975,-1,-1,134.846311,60,80,0.478857
3.43145683,1,1.0,6,0.499982168,83,0.0402709493,74,0.0534047329,51,0.0806444365,345.756184,120,80,0.0478775
2.51555706,1,1.0,6,0.499975397,83,0.0134234941,50,0.0354465731,29,0.14715019,202.424831,60,80,0.324473
2.61874275,1,1.0,6,0.499982168,51,0.120966655,50,0.0502165609,5,0.681143753,192.435198,60,80,0.415073
2.00416754,1,1.0,6,0.499982168,74,0.0114438713,51,0.0691238027,-1,-1,181.239609,60,80,0.428398
1.97477184,1,1.0,6,0.499982168,51,0.0374420598,50,0.0502165609,-1,-1,175.176787,30,80,0.682129
2.62216075,1,1.0,6,0.499975397,74,0.0508610606,51,0.0576025009,-1,-1,250.6809,30,80,0.445221
2.56113799,1,1.0,6,0.499975397,83,0.0223724902,74,0.0267020568,51,0.0556824176,256.355817,90,80,0.143542
2.30894109,1,1.0,6,0.499975397,51,0.0806435013,50,0.033477319,56,0.0187247626,220.151575,120,80,0.159105
1.76296775,1,1.0,6,0.499982168,51,0.0547230105,5,0.356789585,-1,-1,121.165473,30,80,0.771277
2.39316622,1,1.0,6,0.499975397,83,0.0581684744,50,0.0177232866,5,0.194610244,232.820952,90,80,0.173889
1.7157353,1,1.0,6,0.499982168,83,0.0134236498,51,0.0187210299,5,0.50274896,110.896189,30,80,0.757542
2.07504278,1,1.0,6,0.499982168,83,0.0251693433,74,0.0143048392,51,0.0216011884,206.077741,120,80,0.156717
2.55617979,1,1.0,6,0.499975397,83,0.0346773597,29,0.143471435,-1,-1,218.928679,60,80,0.311072
2.20163056,1,1.0,6,0.499975397,51,0.0864037514,56,0.0425562786,-1,-1,219.567491,90,80,0.266852
3.09338588,1,1.0,6,0.499982168,51,0.155528556,50,0.0354469842,29,0.0772547457,267.756209,120,80,0.0785684
2.01663076,1,1.0,6,0.499982168,83,0.0176185403,50,0.0576013493,-1,-1,190.243509,90,80,0.251584
2.85471102,1,1.0,6,0.499982168,51,0.152648398,50,0.0324930688,56,0.0408545012,281.710237,30,80,0.515289
2.03774387,1,1.0,6,0.499982168,74,0.017165807,51,0.0331218221,50,0.0280621958,184.80851,90,80,0.265192
2.56661916,1,1.0,6,0.499982168,29,0.19865506,5,0.356789585,56,0.0842624088,202.481338,120,80,0.183485
2.69367812,1,1.0,6,0.499982168,51,0.0892849119,50,0.0502165609,56,0.0817090025,281.513103,60,80,0.275122
2.56189543,1,1.0,6,0.499975397,74,0.0317881629,50,0.0886164328,-1,-1,239.274705,90,80,0.155395
2.04655446,1,0.481726506,6,0.240854663,29,0.0425321814,5,1.0,-1,-1,88.1493107,90,80,0.714274
3.14252929,1,1.0,6,0.499982168,83,0.0419489055,51,0.158408715,-1,-1,314.834461,60,80,0.159076
3.42462383,1,1.0,6,0.499982168,83,0.100677373,74,0.0190731189,51,0.0288015845,382.888522,60,80,0.134163
2.3905692,1,1.0,6,0.499975397,51,0.103684502,50,0.031508065,-1,-1,220.425013,120,80,0.161857
1.89610965,1,1.0,6,0.499982168,51,0.0619234066,50,0.0147695767,5,0.113523959,155.413535,90,80,1
1.64614478,1,1.0,6,0.499982168,51,0.0158408715,5,0.40544271,56,0.0306408759,114.671997,90,80,0.568528
2.01017579,1,1.0,6,0.499975397,51,0.0768033346,5,0.648700813,-1,-1,131.173974,90,80,1
2.58657887,1,1.0,6,0.499982168,50,0.103387037,56,0.114903285,-1,-1,281.528591,90,80,0.151307
2.12314076,1,0.550544578,6,0.275262472,50,0.0390302899,5,1.0,-1,-1,105.207588,90,80,0.63336
1.91587243,1,1.0,6,0.499982168,83,0.0394319712,5,0.210830209,-1,-1,168.137934,90,80,0.293578
2.56189543,1,1.0,6,0.499975397,74,0.0317881629,50,0.0886164328,-1,-1,239.274705,60,80,0.268675
2.19404013,1,1.0,6,0.499975397,74,0.047046481,5,0.475713929,56,0.0187247626,167.70029,60,80,0.383965
2.54396385,1,1.0,6,0.499975397,83,0.0469822293,50,0.0236310487,29,0.0588600761,248.179237,30,80,0.445933
1.99180239,1,1.0,6,0.499982168,51,0.0302416637,50,0.0354469842,29,0.0413864709,167.109836,60,80,1
2.12314076,1,0.550544578,6,0.275262472,50,0.0390302899,5,1.0,-1,-1,105.207588,60,80,1
1.83237909,1,1.0,6,0.499982168,83,0.0209744528,50,0.0236313228,5,0.30813646,139.82746,90,80,0.353215
2.29198026,1,1.0,6,0.499975397,51,0.115205002,5,0.0432467209,56,0.0136180092,212.3362,120,80,0.18394
1.97947508,1,1.0,6,0.499975397,51,0.0710430845,5,0.713570894,-1,-1,124.74493,30,80,0.780491
2.9342627,1,1.0,6,0.499982168,50,0.203820159,29,0.0165545884,5,0.259483334,241.467348,120,80,1
3.31947373,1,1.0,6,0.499982168,83,0.0285252557,50,0.0324930688,29,0.286946198,251.017316,30,80,0.414898
2.32333368,1,1.0,6,0.499975397,51,0.115205002,29,0.00735750951,56,0.0136180092,218.510021,90,80,0.253096
2.26137808,1,1.0,6,0.499975397,51,0.0979242516,50,0.0196925406,5,0.194610244,188.069588,120,80,0.212194
1.82762259,1,0.840841471,6,0.420400048,74,0.0160372834,5,1.0,-1,-1,90.6537517,120,80,0.543727
2.23908814,1,1.0,6,0.499975397,50,0.112247481,5,0.281103686,-1,-1,175.997231,90,80,1
1.66603959,1,1.0,6,0.499982168,50,0.0354469842,5,0.583837502,-1,-1,96.8955041,30,80,0.834993
2.24240726,1,1.0,6,0.499975397,74,0.0457749545,5,0.259480325,56,0.0374495252,198.983181,120,80,1
2.27854914,1,1.0,6,0.499975397,51,0.113284918,5,0.0648700813,56,0.0136180092,208.609558,90,80,0.265187
2.43387275,1,1.0,6,0.499975397,51,0.0652828344,50,0.031508065,29,0.0735750951,206.060447,30,80,0.569701
2.3269213,1,1.0,6,0.499975397,51,0.0672029177,29,0.0809326046,56,0.0221292649,204.146764,120,80,0.170143
2.07686769,1,1.0,6,0.499982168,74,0.0467291413,5,0.0486531252,56,0.0102136253,192.557656,30,80,0.544495
2.52638126,1,1.0,6,0.499975397,83,0.0234911147,74,0.0190728977,51,0.0652828344,252.406151,60,80,0.23931
1.82497875,1,1.0,6,0.499982168,74,0.0314706462,5,0.437878127,-1,-1,122.613724,30,80,0.660368
2.00416754,1,1.0,6,0.499982168,74,0.0114438713,51,0.0691238027,-1,-1,181.239609,120,80,1
2.98707572,1,1.0,6,0.499982168,50,0.206774074,56,0.0255340633,-1,-1,282.600297,120,80,0.0763859
1.83905305,1,1.0,6,0.499982168,83,0.0234913871,51,0.0201611091,5,0.291918751,143.622544,90,80,0.347124
3.80737632,1,1.0,6,0.499982168,83,0.0352370806,74,0.112531402,-1,-1,381.004895,120,80,0.0520953
2.79676143,1,1.0,6,0.499982168,51,0.115206338,50,0.0531704763,56,0.0561749392,281.70006,90,80,0.143958
3.25539743,1,1.0,6,0.499982168,83,0.0620843802,50,0.12701836,-1,-1,332.903278,60,80,1
2.05406933,1,1.0,6,0.499982168,83,0.0125846717,29,0.124159413,-1,-1,161.236255,60,80,0.434282
2.42027302,1,1.0,6,0.499975397,51,0.0249610837,50,0.112247481,-1,-1,220.947698,60,80,0.382013
2.0370338,1,1.0,6,0.499982168,83,0.0327201463,51,0.0144007922,50,0.0162465344,204.037299,60,80,0.332976
2.24265559,1,1.0,6,0.499975397,51,0.0537623342,29,0.103005133,5,0.302727046,157.906895,30,80,0.646719
2.54719359,1,1.0,6,0.499975397,83,0.0190166166,29,0.194974002,-1,-1,197.711008,30,80,0.523927
1.86769043,1,1.0,6,0.499982168,29,0.121400315,5,0.259483334,-1,-1,118.254293,60,80,0.61477
2.06830914,1,1.0,6,0.499982168,83,0.0411099274,29,0.0303500787,-1,-1,204.664335,30,80,0.527708
1.95705244,1,1.0,6,0.499982168,29,0.135195805,5,0.0486531252,56,0.0102136253,143.347192,30,80,0.674487
2.10390552,1,1.0,6,0.499975397,51,0.0384016673,29,0.0919688689,5,0.540584011,132.584318,90,80,0.436502
3.09461826,1,1.0,6,0.499982168,51,0.146888081,50,0.0472626456,29,0.0717365496,268.791444,90,80,0.13112
2.52629294,1,1.0,6,0.499975397,83,0.0581684744,51,0.0345615006,-1,-1,274.249334,30,80,0.421448
2.67895619,1,1.0,6,0.499975397,83,0.0469822293,74,0.0356027424,-1,-1,288.564864,60,80,0.226134
2.26864313,1,1.0,6,0.499975397,74,0.0572186931,5,0.540584011,-1,-1,163.475177,60,80,0.392129
2.13778878,1,1.0,6,0.499982168,74,0.0410072056,51,0.012960713,50,0.0118156614,199.438653,30,80,0.529326
2.50209217,1,1.0,6,0.499982168,29,0.182100472,5,0.486531252,56,0.0817090025,190.599604,90,80,0.293122
1.84617683,1,1.0,6,0.499982168,51,0.0172809507,50,0.0339700265,56,0.0319175791,174.312189,120,80,0.265156
3.33698451,1,1.0,6,0.499982168,83,0.104033286,51,0.025921426,50,0.0265852381,372.883994,120,80,1
